2	Time/s	Displacement/mm	Force/kN	Tensile strain (Strain 1)/%	Tensile displacement/mm	Strain 1/%
	0.0000	-0.0016	0.0164	-0.0061	-0.0030	-0.0061
	0.0200	-0.0013	0.0165	-0.0061	-0.0030	-0.0061
	0.0400	-0.0008	0.0181	-0.0060	-0.0030	-0.0060
	0.0600	0.0001	0.0225	-0.0058	-0.0029	-0.0058
	0.0800	0.0013	0.0297	-0.0055	-0.0028	-0.0055
	0.1000	0.0030	0.0392	-0.0052	-0.0026	-0.0052
	0.1200	0.0047	0.0509	-0.0048	-0.0024	-0.0048
	0.1400	0.0063	0.0635	-0.0043	-0.0022	-0.0043
	0.1600	0.0078	0.0758	-0.0039	-0.0020	-0.0039
	0.1800	0.0095	0.0877	-0.0035	-0.0017	-0.0035
	0.2000	0.0112	0.1002	-0.0030	-0.0015	-0.0030
	0.2200	0.0128	0.1134	-0.0025	-0.0012	-0.0025
	0.2400	0.0146	0.1266	-0.0020	-0.0010	-0.0020
	0.2600	0.0163	0.1402	-0.0015	-0.0007	-0.0015
	0.2800	0.0179	0.1541	-0.0009	-0.0005	-0.0009
	0.3000	0.0196	0.1680	-0.0004	-0.0002	-0.0004
	0.3200	0.0211	0.1819	0.0001	0.0001	0.0001
	0.3400	0.0227	0.1952	0.0006	0.0003	0.0006
	0.3600	0.0246	0.2097	0.0012	0.0006	0.0012
	0.3800	0.0264	0.2260	0.0017	0.0009	0.0017
	0.4000	0.0281	0.2424	0.0024	0.0012	0.0024
	0.4200	0.0297	0.2587	0.0030	0.0015	0.0030
	0.4400	0.0313	0.2748	0.0035	0.0018	0.0035
	0.4600	0.0329	0.2905	0.0041	0.0020	0.0041
	0.4800	0.0345	0.3064	0.0047	0.0023	0.0047
	0.5000	0.0361	0.3223	0.0053	0.0026	0.0053
	0.5200	0.0380	0.3388	0.0059	0.0029	0.0059
	0.5400	0.0398	0.3571	0.0065	0.0033	0.0065
	0.5600	0.0414	0.3755	0.0072	0.0036	0.0072
	0.5800	0.0430	0.3926	0.0079	0.0039	0.0079
	0.6000	0.0445	0.4091	0.0085	0.0042	0.0085
	0.6200	0.0461	0.4254	0.0091	0.0045	0.0091
	0.6400	0.0478	0.4422	0.0097	0.0048	0.0097
	0.6600	0.0495	0.4598	0.0103	0.0052	0.0103
	0.6800	0.0513	0.4776	0.0110	0.0055	0.0110
	0.7000	0.0531	0.4965	0.0117	0.0059	0.0117
	0.7200	0.0547	0.5155	0.0124	0.0062	0.0124
	0.7400	0.0563	0.5328	0.0130	0.0065	0.0130
	0.7600	0.0579	0.5498	0.0137	0.0068	0.0137
	0.7800	0.0595	0.5666	0.0142	0.0071	0.0142
	0.8000	0.0612	0.5832	0.0149	0.0074	0.0149
	0.8200	0.0628	0.6003	0.0155	0.0078	0.0155
	0.8400	0.0644	0.6174	0.0161	0.0081	0.0161
	0.8600	0.0661	0.6342	0.0168	0.0084	0.0168
	0.8800	0.0678	0.6518	0.0174	0.0087	0.0174
	0.9000	0.0694	0.6694	0.0181	0.0090	0.0181
	0.9200	0.0711	0.6865	0.0187	0.0094	0.0187
	0.9400	0.0727	0.7038	0.0194	0.0097	0.0194
	0.9600	0.0744	0.7209	0.0200	0.0100	0.0200
	0.9800	0.0761	0.7382	0.0207	0.0103	0.0207
	1.0000	0.0776	0.7553	0.0213	0.0106	0.0213
	1.0200	0.0793	0.7717	0.0219	0.0109	0.0219
	1.0400	0.0812	0.7894	0.0225	0.0113	0.0225
	1.0600	0.0828	0.8082	0.0232	0.0116	0.0232
	1.0800	0.0845	0.8262	0.0239	0.0119	0.0239
	1.1000	0.0861	0.8434	0.0245	0.0123	0.0245
	1.1200	0.0877	0.8601	0.0251	0.0126	0.0251
	1.1400	0.0893	0.8765	0.0258	0.0129	0.0258
	1.1600	0.0909	0.8933	0.0264	0.0132	0.0264
	1.1800	0.0926	0.9100	0.0270	0.0135	0.0270
	1.2000	0.0945	0.9277	0.0277	0.0139	0.0277
	1.2200	0.0962	0.9468	0.0284	0.0142	0.0284
	1.2400	0.0978	0.9649	0.0291	0.0145	0.0291
	1.2600	0.0995	0.9819	0.0297	0.0148	0.0297
	1.2800	0.1010	0.9986	0.0303	0.0151	0.0303
	1.3000	0.1026	1.0149	0.0309	0.0154	0.0309
	1.3200	0.1044	1.0318	0.0315	0.0158	0.0315
	1.3400	0.1060	1.0493	0.0322	0.0161	0.0322
	1.3600	0.1078	1.0668	0.0328	0.0164	0.0328
	1.3800	0.1096	1.0852	0.0335	0.0167	0.0335
	1.4000	0.1111	1.1031	0.0342	0.0171	0.0342
	1.4200	0.1128	1.1194	0.0348	0.0174	0.0348
	1.4400	0.1144	1.1361	0.0354	0.0177	0.0354
	1.4600	0.1161	1.1529	0.0360	0.0180	0.0360
	1.4800	0.1178	1.1701	0.0367	0.0183	0.0367
	1.5000	0.1194	1.1876	0.0373	0.0187	0.0373
	1.5200	0.1210	1.2043	0.0379	0.0190	0.0379
	1.5400	0.1228	1.2209	0.0385	0.0193	0.0385
	1.5600	0.1245	1.2385	0.0392	0.0196	0.0392
	1.5800	0.1261	1.2557	0.0398	0.0199	0.0398
	1.6000	0.1279	1.2726	0.0404	0.0202	0.0404
	1.6200	0.1295	1.2897	0.0411	0.0205	0.0411
	1.6400	0.1312	1.3065	0.0417	0.0209	0.0417
	1.6600	0.1328	1.3233	0.0423	0.0212	0.0423
	1.6800	0.1344	1.3394	0.0429	0.0215	0.0429
	1.7000	0.1362	1.3554	0.0435	0.0218	0.0435
	1.7200	0.1380	1.3730	0.0442	0.0221	0.0442
	1.7400	0.1397	1.3910	0.0449	0.0224	0.0449
	1.7600	0.1414	1.4081	0.0455	0.0227	0.0455
	1.7800	0.1429	1.4245	0.0461	0.0230	0.0461
	1.8000	0.1445	1.4399	0.0466	0.0233	0.0466
	1.8200	0.1461	1.4553	0.0472	0.0236	0.0472
	1.8400	0.1477	1.4707	0.0478	0.0239	0.0478
	1.8600	0.1493	1.4862	0.0484	0.0242	0.0484
	1.8800	0.1512	1.5030	0.0490	0.0245	0.0490
	1.9000	0.1529	1.5209	0.0497	0.0248	0.0497
	1.9200	0.1545	1.5374	0.0503	0.0251	0.0503
	1.9400	0.1561	1.5531	0.0509	0.0254	0.0509
	1.9600	0.1576	1.5684	0.0514	0.0257	0.0514
	1.9800	0.1593	1.5839	0.0520	0.0260	0.0520
	2.0000	0.1610	1.6000	0.0526	0.0263	0.0526
	2.0200	0.1627	1.6163	0.0532	0.0266	0.0532
	2.0400	0.1645	1.6329	0.0539	0.0269	0.0539
	2.0600	0.1662	1.6504	0.0545	0.0273	0.0545
	2.0800	0.1678	1.6671	0.0551	0.0276	0.0551
	2.1000	0.1694	1.6826	0.0557	0.0278	0.0557
	2.1200	0.1710	1.6980	0.0563	0.0281	0.0563
	2.1400	0.1727	1.7134	0.0568	0.0284	0.0568
	2.1600	0.1744	1.7293	0.0574	0.0287	0.0574
	2.1800	0.1760	1.7455	0.0581	0.0290	0.0581
	2.2000	0.1777	1.7611	0.0586	0.0293	0.0586
	2.2200	0.1795	1.7772	0.0592	0.0296	0.0592
	2.2400	0.1811	1.7938	0.0598	0.0299	0.0598
	2.2600	0.1828	1.8096	0.0604	0.0302	0.0604
	2.2800	0.1845	1.8254	0.0610	0.0305	0.0610
	2.3000	0.1861	1.8410	0.0615	0.0308	0.0615
	2.3200	0.1878	1.8563	0.0621	0.0311	0.0621
	2.3400	0.1893	1.8718	0.0627	0.0313	0.0627
	2.3600	0.1909	1.8867	0.0632	0.0316	0.0632
	2.3800	0.1927	1.9017	0.0638	0.0319	0.0638
	2.4000	0.1945	1.9185	0.0644	0.0322	0.0644
	2.4200	0.1961	1.9350	0.0650	0.0325	0.0650
	2.4400	0.1978	1.9505	0.0656	0.0328	0.0656
	2.4600	0.1994	1.9654	0.0662	0.0331	0.0662
	2.4800	0.2011	1.9800	0.0667	0.0334	0.0667
	2.5000	0.2027	1.9947	0.0672	0.0336	0.0672
	2.5200	0.2043	2.0094	0.0678	0.0339	0.0678
	2.5400	0.2061	2.0239	0.0683	0.0342	0.0683
	2.5600	0.2080	2.0398	0.0689	0.0344	0.0689
	2.5800	0.2095	2.0558	0.0695	0.0347	0.0695
	2.6000	0.2112	2.0699	0.0700	0.0350	0.0700
	2.6200	0.2128	2.0836	0.0705	0.0353	0.0705
	2.6400	0.2144	2.0972	0.0710	0.0355	0.0710
	2.6600	0.2161	2.1108	0.0716	0.0358	0.0716
	2.6800	0.2178	2.1249	0.0721	0.0360	0.0721
	2.7000	0.2196	2.1388	0.0726	0.0363	0.0726
	2.7200	0.2214	2.1529	0.0731	0.0365	0.0731
	2.7400	0.2230	2.1670	0.0736	0.0368	0.0736
	2.7600	0.2246	2.1796	0.0741	0.0370	0.0741
	2.7800	0.2262	2.1918	0.0745	0.0373	0.0745
	2.8000	0.2278	2.2043	0.0750	0.0375	0.0750
	2.8200	0.2295	2.2169	0.0754	0.0377	0.0754
	2.8400	0.2312	2.2301	0.0759	0.0380	0.0759
	2.8600	0.2327	2.2429	0.0765	0.0382	0.0765
	2.8800	0.2344	2.2549	0.0769	0.0384	0.0769
	2.9000	0.2361	2.2679	0.0773	0.0387	0.0773
	2.9200	0.2377	2.2814	0.0779	0.0389	0.0779
	2.9400	0.2394	2.2943	0.0784	0.0392	0.0784
	2.9600	0.2411	2.3076	0.0788	0.0394	0.0788
	2.9800	0.2428	2.3209	0.0793	0.0397	0.0793
	3.0000	0.2445	2.3341	0.0798	0.0399	0.0798
	3.0200	0.2460	2.3471	0.0803	0.0402	0.0803
	3.0400	0.2476	2.3593	0.0808	0.0404	0.0808
	3.0600	0.2495	2.3719	0.0812	0.0406	0.0812
	3.0800	0.2512	2.3863	0.0817	0.0409	0.0817
	3.1000	0.2528	2.4002	0.0822	0.0411	0.0822
	3.1200	0.2545	2.4134	0.0827	0.0414	0.0827
	3.1400	0.2561	2.4261	0.0832	0.0416	0.0832
	3.1600	0.2577	2.4384	0.0837	0.0418	0.0837
	3.1800	0.2593	2.4509	0.0842	0.0421	0.0842
	3.2000	0.2609	2.4635	0.0846	0.0423	0.0846
	3.2200	0.2627	2.4762	0.0851	0.0425	0.0851
	3.2400	0.2646	2.4906	0.0856	0.0428	0.0856
	3.2600	0.2662	2.5050	0.0862	0.0431	0.0862
	3.2800	0.2678	2.5178	0.0866	0.0433	0.0866
	3.3000	0.2694	2.5302	0.0871	0.0435	0.0871
	3.3200	0.2709	2.5418	0.0875	0.0438	0.0875
	3.3400	0.2726	2.5537	0.0879	0.0440	0.0879
	3.3600	0.2743	2.5664	0.0884	0.0442	0.0884
	3.3800	0.2760	2.5792	0.0889	0.0445	0.0889
	3.4000	0.2779	2.5928	0.0894	0.0447	0.0894
	3.4200	0.2795	2.6069	0.0899	0.0450	0.0899
	3.4400	0.2811	2.6194	0.0904	0.0452	0.0904
	3.4600	0.2828	2.6314	0.0908	0.0454	0.0908
	3.4800	0.2844	2.6435	0.0913	0.0456	0.0913
	3.5000	0.2861	2.6559	0.0918	0.0459	0.0918
	3.5200	0.2878	2.6690	0.0923	0.0461	0.0923
	3.5400	0.2894	2.6819	0.0927	0.0464	0.0927
	3.5600	0.2911	2.6944	0.0932	0.0466	0.0932
	3.5800	0.2929	2.7078	0.0937	0.0468	0.0937
	3.6000	0.2945	2.7211	0.0942	0.0471	0.0942
	3.6200	0.2962	2.7338	0.0946	0.0473	0.0946
	3.6400	0.2979	2.7466	0.0951	0.0476	0.0951
	3.6600	0.2995	2.7591	0.0956	0.0478	0.0956
	3.6800	0.3012	2.7717	0.0961	0.0480	0.0961
	3.7000	0.3028	2.7843	0.0965	0.0483	0.0965
	3.7200	0.3045	2.7965	0.0970	0.0485	0.0970
	3.7400	0.3064	2.8099	0.0975	0.0487	0.0975
	3.7600	0.3080	2.8241	0.0980	0.0490	0.0980
	3.7800	0.3097	2.8369	0.0985	0.0492	0.0985
	3.8000	0.3113	2.8490	0.0989	0.0495	0.0989
	3.8200	0.3128	2.8607	0.0993	0.0497	0.0993
	3.8400	0.3144	2.8722	0.0998	0.0499	0.0998
	3.8600	0.3160	2.8844	0.1003	0.0501	0.1003
	3.8800	0.3176	2.8965	0.1007	0.0503	0.1007
	3.9000	0.3195	2.9093	0.1012	0.0506	0.1012
	3.9200	0.3212	2.9234	0.1017	0.0508	0.1017
	3.9400	0.3228	2.9365	0.1022	0.0511	0.1022
	3.9600	0.3244	2.9483	0.1026	0.0513	0.1026
	3.9800	0.3260	2.9602	0.1031	0.0515	0.1031
	4.0000	0.3277	2.9720	0.1035	0.0518	0.1035
	4.0200	0.3294	2.9846	0.1040	0.0520	0.1040
	4.0400	0.3310	2.9977	0.1045	0.0522	0.1045
	4.0600	0.3328	3.0105	0.1049	0.0525	0.1049
	4.0800	0.3346	3.0241	0.1054	0.0527	0.1054
	4.1000	0.3361	3.0371	0.1059	0.0530	0.1059
	4.1200	0.3377	3.0484	0.1063	0.0532	0.1063
	4.1400	0.3394	3.0600	0.1068	0.0534	0.1068
	4.1600	0.3410	3.0720	0.1072	0.0536	0.1072
	4.1800	0.3428	3.0842	0.1077	0.0538	0.1077
	4.2000	0.3444	3.0968	0.1081	0.0541	0.1081
	4.2200	0.3459	3.1085	0.1086	0.0543	0.1086
	4.2400	0.3477	3.1199	0.1090	0.0545	0.1090
	4.2600	0.3494	3.1323	0.1095	0.0547	0.1095
	4.2800	0.3510	3.1447	0.1099	0.0550	0.1099
	4.3000	0.3528	3.1566	0.1104	0.0552	0.1104
	4.3200	0.3545	3.1691	0.1108	0.0554	0.1108
	4.3400	0.3562	3.1812	0.1113	0.0556	0.1113
	4.3600	0.3578	3.1930	0.1117	0.0559	0.1117
	4.3800	0.3593	3.2042	0.1121	0.0561	0.1121
	4.4000	0.3610	3.2150	0.1125	0.0563	0.1125
	4.4200	0.3629	3.2274	0.1130	0.0565	0.1130
	4.4400	0.3646	3.2409	0.1134	0.0567	0.1134
	4.4600	0.3663	3.2535	0.1139	0.0570	0.1139
	4.4800	0.3679	3.2654	0.1144	0.0572	0.1144
	4.5000	0.3695	3.2766	0.1148	0.0574	0.1148
	4.5200	0.3711	3.2877	0.1152	0.0576	0.1152
	4.5400	0.3726	3.2989	0.1156	0.0578	0.1156
	4.5600	0.3744	3.3100	0.1160	0.0580	0.1160
	4.5800	0.3763	3.3226	0.1165	0.0583	0.1165
	4.6000	0.3780	3.3366	0.1170	0.0585	0.1170
	4.6200	0.3796	3.3491	0.1175	0.0587	0.1175
	4.6400	0.3812	3.3606	0.1179	0.0589	0.1179
	4.6600	0.3828	3.3717	0.1183	0.0592	0.1183
	4.6800	0.3845	3.3826	0.1187	0.0594	0.1187
	4.7000	0.3861	3.3944	0.1191	0.0596	0.1191
	4.7200	0.3878	3.4064	0.1196	0.0598	0.1196
	4.7400	0.3897	3.4189	0.1200	0.0600	0.1200
	4.7600	0.3914	3.4326	0.1205	0.0603	0.1205
	4.7800	0.3930	3.4449	0.1210	0.0605	0.1210
	4.8000	0.3946	3.4557	0.1214	0.0607	0.1214
	4.8200	0.3962	3.4669	0.1218	0.0609	0.1218
	4.8400	0.3978	3.4781	0.1223	0.0611	0.1223
	4.8600	0.3995	3.4897	0.1227	0.0613	0.1227
	4.8800	0.4011	3.5017	0.1231	0.0616	0.1231
	4.9000	0.4027	3.5131	0.1236	0.0618	0.1236
	4.9200	0.4045	3.5249	0.1240	0.0620	0.1240
	4.9400	0.4061	3.5375	0.1245	0.0622	0.1245
	4.9600	0.4078	3.5492	0.1249	0.0625	0.1249
	4.9800	0.4094	3.5609	0.1253	0.0627	0.1253
	5.0000	0.4111	3.5727	0.1258	0.0629	0.1258
	5.0200	0.4128	3.5844	0.1262	0.0631	0.1262
	5.0400	0.4144	3.5964	0.1266	0.0633	0.1266
	5.0600	0.4160	3.6079	0.1271	0.0635	0.1271
	5.0800	0.4178	3.6196	0.1275	0.0638	0.1275
	5.1000	0.4196	3.6330	0.1280	0.0640	0.1280
	5.1200	0.4212	3.6460	0.1285	0.0642	0.1285
	5.1400	0.4229	3.6575	0.1289	0.0644	0.1289
	5.1600	0.4244	3.6686	0.1293	0.0647	0.1293
	5.1800	0.4260	3.6795	0.1297	0.0649	0.1297
	5.2000	0.4277	3.6909	0.1301	0.0651	0.1301
	5.2200	0.4293	3.7027	0.1306	0.0653	0.1306
	5.2400	0.4311	3.7146	0.1310	0.0655	0.1310
	5.2600	0.4330	3.7279	0.1315	0.0658	0.1315
	5.2800	0.4345	3.7412	0.1320	0.0660	0.1320
	5.3000	0.4362	3.7525	0.1324	0.0662	0.1324
	5.3200	0.4378	3.7633	0.1329	0.0664	0.1329
	5.3400	0.4393	3.7742	0.1332	0.0666	0.1332
	5.3600	0.4411	3.7856	0.1337	0.0668	0.1337
	5.3800	0.4427	3.7979	0.1341	0.0671	0.1341
	5.4000	0.4444	3.8101	0.1346	0.0673	0.1346
	5.4200	0.4462	3.8225	0.1350	0.0675	0.1350
	5.4400	0.4478	3.8352	0.1355	0.0677	0.1355
	5.4600	0.4494	3.8464	0.1359	0.0680	0.1359
	5.4800	0.4511	3.8573	0.1363	0.0681	0.1363
	5.5000	0.4527	3.8689	0.1367	0.0684	0.1367
	5.5200	0.4544	3.8808	0.1372	0.0686	0.1372
	5.5400	0.4561	3.8932	0.1377	0.0688	0.1377
	5.5600	0.4577	3.9055	0.1381	0.0691	0.1381
	5.5800	0.4594	3.9170	0.1385	0.0693	0.1385
	5.6000	0.4612	3.9290	0.1390	0.0695	0.1390
	5.6200	0.4628	3.9410	0.1394	0.0697	0.1394
	5.6400	0.4646	3.9528	0.1398	0.0699	0.1398
	5.6600	0.4663	3.9651	0.1403	0.0702	0.1403
	5.6800	0.4679	3.9771	0.1407	0.0704	0.1407
	5.7000	0.4696	3.9887	0.1412	0.0706	0.1412
	5.7200	0.4712	4.0003	0.1416	0.0708	0.1416
	5.7400	0.4728	4.0109	0.1420	0.0710	0.1420
	5.7600	0.4747	4.0224	0.1424	0.0712	0.1424
	5.7800	0.4764	4.0355	0.1429	0.0715	0.1429
	5.8000	0.4780	4.0479	0.1434	0.0717	0.1434
	5.8200	0.4797	4.0597	0.1438	0.0719	0.1438
	5.8400	0.4813	4.0711	0.1442	0.0721	0.1442
	5.8600	0.4829	4.0818	0.1447	0.0723	0.1447
	5.8800	0.4844	4.0927	0.1450	0.0725	0.1450
	5.9000	0.4860	4.1034	0.1454	0.0727	0.1454
	5.9200	0.4878	4.1145	0.1458	0.0729	0.1458
	5.9400	0.4896	4.1275	0.1463	0.0732	0.1463
	5.9600	0.4912	4.1404	0.1468	0.0734	0.1468
	5.9800	0.4928	4.1518	0.1472	0.0736	0.1472
	6.0000	0.4944	4.1629	0.1476	0.0738	0.1476
	6.0200	0.4960	4.1738	0.1481	0.0740	0.1481
	6.0400	0.4977	4.1851	0.1485	0.0742	0.1485
	6.0600	0.4994	4.1968	0.1489	0.0745	0.1489
	6.0800	0.5011	4.2086	0.1494	0.0747	0.1494
	6.1000	0.5030	4.2213	0.1498	0.0749	0.1498
	6.1200	0.5045	4.2342	0.1503	0.0751	0.1503
	6.1400	0.5061	4.2453	0.1507	0.0754	0.1507
	6.1600	0.5078	4.2563	0.1511	0.0756	0.1511
	6.1800	0.5093	4.2673	0.1515	0.0758	0.1515
	6.2000	0.5110	4.2784	0.1519	0.0760	0.1519
	6.2200	0.5127	4.2902	0.1524	0.0762	0.1524
	6.2400	0.5143	4.3020	0.1528	0.0764	0.1528
	6.2600	0.5161	4.3137	0.1533	0.0766	0.1533
	6.2800	0.5178	4.3264	0.1537	0.0769	0.1537
	6.3000	0.5194	4.3387	0.1542	0.0771	0.1542
	6.3200	0.5212	4.3501	0.1546	0.0773	0.1546
	6.3400	0.5228	4.3618	0.1551	0.0775	0.1551
	6.3600	0.5244	4.3732	0.1555	0.0777	0.1555
	6.3800	0.5261	4.3848	0.1559	0.0779	0.1559
	6.4000	0.5276	4.3961	0.1563	0.0782	0.1563
	6.4200	0.5293	4.4070	0.1567	0.0784	0.1567
	6.4400	0.5312	4.4194	0.1572	0.0786	0.1572
	6.4600	0.5329	4.4329	0.1577	0.0789	0.1577
	6.4800	0.5345	4.4450	0.1581	0.0791	0.1581
	6.5000	0.5362	4.4562	0.1585	0.0793	0.1585
	6.5200	0.5377	4.4674	0.1589	0.0795	0.1589
	6.5400	0.5394	4.4786	0.1594	0.0797	0.1594
	6.5600	0.5410	4.4904	0.1598	0.0799	0.1598
	6.5800	0.5427	4.5020	0.1603	0.0801	0.1603
	6.6000	0.5446	4.5144	0.1607	0.0804	0.1607
	6.6200	0.5463	4.5281	0.1612	0.0806	0.1612
	6.6400	0.5479	4.5405	0.1617	0.0809	0.1617
	6.6600	0.5496	4.5515	0.1621	0.0811	0.1621
	6.6800	0.5511	4.5624	0.1625	0.0813	0.1625
	6.7000	0.5528	4.5735	0.1630	0.0815	0.1630
	6.7200	0.5546	4.5855	0.1634	0.0817	0.1634
	6.7400	0.5563	4.5981	0.1639	0.0819	0.1639
	6.7600	0.5581	4.6106	0.1643	0.0822	0.1643
	6.7800	0.5598	4.6237	0.1648	0.0824	0.1648
	6.8000	0.5613	4.6358	0.1653	0.0826	0.1653
	6.8200	0.5629	4.6462	0.1657	0.0828	0.1657
	6.8400	0.5645	4.6571	0.1661	0.0830	0.1661
	6.8600	0.5662	4.6685	0.1665	0.0832	0.1665
	6.8800	0.5679	4.6805	0.1670	0.0835	0.1670
	6.9000	0.5695	4.6927	0.1674	0.0837	0.1674
	6.9200	0.5710	4.7040	0.1678	0.0839	0.1678
	6.9400	0.5728	4.7152	0.1682	0.0841	0.1682
	6.9600	0.5744	4.7275	0.1687	0.0843	0.1687
	6.9800	0.5760	4.7394	0.1692	0.0846	0.1692
	7.0000	0.5778	4.7511	0.1696	0.0848	0.1696
	7.0200	0.5794	4.7636	0.1700	0.0850	0.1700
	7.0400	0.5812	4.7758	0.1705	0.0852	0.1705
	7.0600	0.5828	4.7879	0.1710	0.0855	0.1710
	7.0800	0.5843	4.7993	0.1714	0.0857	0.1714
	7.1000	0.5860	4.8099	0.1718	0.0859	0.1718
	7.1200	0.5879	4.8224	0.1723	0.0861	0.1723
	7.1400	0.5895	4.8357	0.1727	0.0864	0.1727
	7.1600	0.5912	4.8479	0.1732	0.0866	0.1732
	7.1800	0.5928	4.8596	0.1737	0.0868	0.1737
	7.2000	0.5944	4.8708	0.1741	0.0870	0.1741
	7.2200	0.5960	4.8820	0.1745	0.0873	0.1745
	7.2400	0.5976	4.8934	0.1749	0.0875	0.1749
	7.2600	0.5992	4.9046	0.1753	0.0877	0.1753
	7.2800	0.6012	4.9171	0.1758	0.0879	0.1758
	7.3000	0.6029	4.9314	0.1763	0.0882	0.1763
	7.3200	0.6045	4.9440	0.1768	0.0884	0.1768
	7.3400	0.6061	4.9556	0.1772	0.0886	0.1772
	7.3600	0.6077	4.9668	0.1777	0.0888	0.1777
	7.3800	0.6093	4.9779	0.1781	0.0890	0.1781
	7.4000	0.6110	4.9895	0.1785	0.0892	0.1785
	7.4200	0.6126	5.0015	0.1789	0.0895	0.1789
	7.4400	0.6145	5.0138	0.1794	0.0897	0.1794
	7.4600	0.6163	5.0273	0.1799	0.0900	0.1799
	7.4800	0.6178	5.0402	0.1804	0.0902	0.1804
	7.5000	0.6195	5.0514	0.1808	0.0904	0.1808
	7.5200	0.6211	5.0629	0.1813	0.0906	0.1813
	7.5400	0.6227	5.0744	0.1817	0.0909	0.1817
	7.5600	0.6245	5.0863	0.1822	0.0911	0.1822
	7.5800	0.6261	5.0986	0.1827	0.0913	0.1827
	7.6000	0.6278	5.1104	0.1831	0.0915	0.1831
	7.6200	0.6296	5.1228	0.1836	0.0918	0.1836
	7.6400	0.6312	5.1357	0.1840	0.0920	0.1840
	7.6600	0.6329	5.1478	0.1845	0.0922	0.1845
	7.6800	0.6346	5.1598	0.1849	0.0925	0.1849
	7.7000	0.6362	5.1718	0.1854	0.0927	0.1854
	7.7200	0.6379	5.1836	0.1859	0.0929	0.1859
	7.7400	0.6395	5.1955	0.1863	0.0931	0.1863
	7.7600	0.6411	5.2070	0.1867	0.0934	0.1867
	7.7800	0.6430	5.2189	0.1872	0.0936	0.1872
	7.8000	0.6448	5.2327	0.1877	0.0938	0.1877
	7.8200	0.6463	5.2459	0.1882	0.0941	0.1882
	7.8400	0.6480	5.2575	0.1887	0.0943	0.1887
	7.8600	0.6495	5.2687	0.1891	0.0945	0.1891
	7.8800	0.6511	5.2795	0.1895	0.0947	0.1895
	7.9000	0.6528	5.2908	0.1899	0.0949	0.1899
	7.9200	0.6543	5.3024	0.1904	0.0952	0.1904
	7.9400	0.6561	5.3139	0.1908	0.0954	0.1908
	7.9600	0.6579	5.3270	0.1913	0.0957	0.1913
	7.9800	0.6595	5.3407	0.1918	0.0959	0.1918
	8.0000	0.6611	5.3524	0.1923	0.0961	0.1923
	8.0200	0.6627	5.3635	0.1927	0.0963	0.1927
	8.0400	0.6643	5.3749	0.1931	0.0966	0.1931
	8.0600	0.6660	5.3865	0.1936	0.0968	0.1936
	8.0800	0.6677	5.3991	0.1940	0.0970	0.1940
	8.1000	0.6694	5.4117	0.1945	0.0973	0.1945
	8.1200	0.6713	5.4244	0.1950	0.0975	0.1950
	8.1400	0.6729	5.4377	0.1955	0.0978	0.1955
	8.1600	0.6744	5.4494	0.1960	0.0980	0.1960
	8.1800	0.6761	5.4599	0.1964	0.0982	0.1964
	8.2000	0.6777	5.4714	0.1968	0.0984	0.1968
	8.2200	0.6794	5.4832	0.1973	0.0986	0.1973
	8.2400	0.6811	5.4958	0.1978	0.0989	0.1978
	8.2600	0.6827	5.5084	0.1983	0.0991	0.1983
	8.2800	0.6844	5.5202	0.1987	0.0994	0.1987
	8.3000	0.6861	5.5325	0.1992	0.0996	0.1992
	8.3200	0.6877	5.5453	0.1997	0.0998	0.1997
	8.3400	0.6895	5.5572	0.2001	0.1001	0.2001
	8.3600	0.6912	5.5694	0.2006	0.1003	0.2006
	8.3800	0.6928	5.5818	0.2011	0.1005	0.2011
	8.4000	0.6945	5.5940	0.2016	0.1008	0.2016
	8.4200	0.6960	5.6059	0.2020	0.1010	0.2020
	8.4400	0.6976	5.6170	0.2025	0.1012	0.2025
	8.4600	0.6995	5.6286	0.2029	0.1015	0.2029
	8.4800	0.7012	5.6421	0.2034	0.1017	0.2034
	8.5000	0.7029	5.6551	0.2039	0.1020	0.2039
	8.5200	0.7046	5.6674	0.2044	0.1022	0.2044
	8.5400	0.7062	5.6795	0.2048	0.1024	0.2048
	8.5600	0.7078	5.6909	0.2053	0.1027	0.2053
	8.5800	0.7094	5.7022	0.2057	0.1029	0.2057
	8.6000	0.7110	5.7133	0.2062	0.1031	0.2062
	8.6200	0.7128	5.7249	0.2067	0.1033	0.2067
	8.6400	0.7147	5.7387	0.2072	0.1036	0.2072
	8.6600	0.7163	5.7527	0.2077	0.1039	0.2077
	8.6800	0.7179	5.7648	0.2082	0.1041	0.2082
	8.7000	0.7196	5.7763	0.2086	0.1043	0.2086
	8.7200	0.7212	5.7877	0.2091	0.1045	0.2091
	8.7400	0.7229	5.7992	0.2095	0.1048	0.2095
	8.7600	0.7245	5.8114	0.2100	0.1050	0.2100
	8.7800	0.7263	5.8237	0.2105	0.1053	0.2105
	8.8000	0.7281	5.8371	0.2111	0.1055	0.2111
	8.8200	0.7297	5.8504	0.2116	0.1058	0.2116
	8.8400	0.7313	5.8619	0.2120	0.1060	0.2120
	8.8600	0.7329	5.8728	0.2125	0.1062	0.2125
	8.8800	0.7345	5.8840	0.2129	0.1065	0.2129
	8.9000	0.7362	5.8953	0.2134	0.1067	0.2134
	8.9200	0.7378	5.9074	0.2139	0.1070	0.2139
	8.9400	0.7393	5.9192	0.2144	0.1072	0.2144
